nama_fasilitas ,penanggung_jawab,bulan,jumlah
GR Kecamatan Kebayoran Baru,Jakarta Selatan,05,1663
GR Kecamatan Pesanggrahan,Jakarta Selatan,05,1927
GR Kecamatan Mampang Prapatan,Jakarta Selatan,05,1043
GR Kecamatan Jagakarsa,Jakarta Selatan,05,308
GR Kecamatan Pasar Minggu,Jakarta Selatan,05,2371
Wisma Atlet,Jakarta Selatan,05,58
Gedung Olahraga,Jakarta Utara,05,142157
GR Kecamatan Tanjung Priok,Jakarta Utara,05,150
GR Kecamatan Cilincing,Jakarta Utara,05,135742
GR Kecamatan Kelapa Gading,Jakarta Utara,05,1851
Kolam Renang,Jakarta Utara,05,9320
Gedung Auditorium,Jakarta Utara,05,5667
GR Kecamatan Koja,Jakarta Utara,05,6434
Area Halaman GRJU,Jakarta Utara,05,15254
Gedung Auditorium,Jakarta Timur,05,4930
Gedung Olahraga,Jakarta Timur,05,290
Kolam Renang,Jakarta Timur,05,2091
GR Kecamatan Jatinegara,Jakarta Timur,05,4283
GR Kecamatan Pulogadung,Jakarta Timur,05,10175
GR Kecamatan Pasar Rebo,Jakarta Timur,05,1222
GR Kecamatan Cipayung,Jakarta Timur,05,1179
GR Kecamatan Kramat Jati,Jakarta Timur,05,3026
GR Kecamatan Makasar,Jakarta Timur,05,1356
GR Kecamatan Duren Sawit,Jakarta Timur,05,866
GR Kecamatan Cakung,Jakarta Timur,05,544
GR Kecamatan Matraman,Jakarta Timur,05,0
GR Kecamatan Ciracas,Jakarta Timur,05,5160
Sekretariat,Jakarta Timur,05,742
GOR PKP,Jakarta Timur,05,2020
Lapangan Terbuka Karet Tengsin,Suku Dinas Jakarta Pusat,05,258
Lapangan Terbuka Pors Serdang,Suku Dinas Jakarta Pusat,05,251
Lapangan Terbuka Pejompongan,Suku Dinas Jakarta Pusat,05,181
Lapangan Bulutangkis Komp,Suku Dinas Jakarta Barat,05,2042
Lapangan Bola Voli Pedongkelan,Suku Dinas Jakarta Barat,05,986
Lapangan Bulutangkis Rawa Melati,Suku Dinas Jakarta Barat,05,542
Lapangan Bola Voli Kamp,Suku Dinas Jakarta Barat,05,476
Lapangan Basket Cengkareng Timur,Suku Dinas Jakarta Barat,05,1212
Lapangan Sepakbola Pegadungan,Suku Dinas Jakarta Barat,05,1089
Lapangan Sepakbola Semanan,Suku Dinas Jakarta Barat,05,1070
Lapangan Sepakbola Srengseng,Suku Dinas Jakarta Barat,05,235
Lapangan Sepakbola Kedoya,Suku Dinas Jakarta Barat,05,324
Lapangan Sepakbola Kebon Jeruk,Suku Dinas Jakarta Barat,05,739
Lapangan Sepakbola Persima,Suku Dinas Jakarta Barat,05,5128
Lapangan Sepakbola Wijaya Kusuma,Suku Dinas Jakarta Barat,05,2341
Lapangan Terbuka Jatipulo Palmerah,Suku Dinas Jakarta Barat,05,1302
Gedung Bulutangkis GOR Cendrawasih,Suku Dinas Jakarta Barat,05,2483
Gedung Asrama Atlet GOR Cendrawasih,Suku Dinas Jakarta Barat,05,100
Gedung Serbaguna GOR Cendrawasih,Suku Dinas Jakarta Barat,05,1018
Lapangan Tenis GOR Cendrawasih,Suku Dinas Jakarta Barat,05,285
Lapangan Tenis/Futsal GOR Cendrawasih,Suku Dinas Jakarta Barat,05,470
Stadion Terbuka Taman Sari,Suku Dinas Jakarta Barat,05,1413
Stadion Sepakbola GOR Cendrawasih,Suku Dinas Jakarta Barat,05,2646
Lapangan Basket GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,05,2350
Lapangan Bulutangkis GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,05,3001
Lapangan Voli GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,05,2081
Fitness Center GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,05,1276
Kolam Renang GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,05,6662
Stadion GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,05,9000
Lapangan Sepakbola Dalam GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,05,5120
Lapangan Sepakbola Luar GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,05,2160
Plaza GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,05,2000
Lapangan Sepakbola Blok S Kebayoran Baru,Suku Dinas Jakarta Selatan,05,5034
Lapangan Sepakbola Ahmad Yani Kebayoran Lama,Suku Dinas Jakarta Selatan,05,3500
Lapangan Sepakbola Kebagusan Pasar Minggu,Suku Dinas Jakarta Selatan,05,2481
Lapangan Sepakbola Deppen Pesanggrahan,Suku Dinas Jakarta Selatan,05,0
Lapangan Sepakbola Sukatani Jagakarsa,Suku Dinas Jakarta Selatan,05,1463
Lapangan Sepakbola Jagakarsa,Suku Dinas Jakarta Selatan,05,21897
Gedung Serbaguna Semper Barat,Suku Dinas Jakarta Utara,05,1388
Lapangan Terbuka Muara Angke,Suku Dinas Jakarta Utara,05,1856
Lapangan Terbuka Rorotan,Suku Dinas Jakarta Utara,05,1380
Lapangan Terbuka Kalibaru,Suku Dinas Jakarta Utara,05,1580
Area Jogging Track Gelora Sunter,Suku Dinas Jakarta Utara,05,3410
Area Fitness Outdoor Gelora Sunter,Suku Dinas Jakarta Utara,05,2122
Area Parkir Depan Kolam Renang Sunter (Kegiatan SKJ),Suku Dinas Jakarta Utara,05,1650
Area Fasilitas Olahraga Rawa Badak,Suku Dinas Jakarta Utara,05,3757
Kolam Renang Sunter,Suku Dinas Jakarta Utara,05,1545
GOR Bulutangkis,Suku Dinas Jakarta Utara,05,2267
Gedung Serbaguna,Suku Dinas Jakarta Utara,05,285
Stadion Sepakbola Sunter,Suku Dinas Jakarta Utara,05,897
Stadion Sepakbola Tugu,Suku Dinas Jakarta Utara,05,952
Kolam Renang Rawa Badak,Suku Dinas Jakarta Utara,05,2611
Stadion Rawa Badak,Suku Dinas Jakarta Utara,05,1038
Lapangan Tenis Rawa Badak,Suku Dinas Jakarta Utara,05,600
Gedung Judo Kelapa Gading,Suku Dinas Jakarta Utara,05,458
Fasilitas Olahraga Dayung Bahtera Jaya,Suku Dinas Jakarta Utara,05,250
Fasilitas Olahraga Selancar Angin Bahtera Jaya,Suku Dinas Jakarta Utara,05,60
Fasilitas Olahraga Layar Bahtera Jaya,Suku Dinas Jakarta Utara,05,60
Stadion Kamal Muara,Suku Dinas Jakarta Utara,05,525
GOR Kamal Muara,Suku Dinas Jakarta Utara,05,710
GOR Bahtera Jaya,Suku Dinas Jakarta Utara,05,100
Fasilitas Umum Milik Masyarakat,Suku Dinas Jakarta Utara,05,65137
Lapangan Sepakbola Setu,Suku Dinas Jakarta Timur,05,1200
Lapangan Sepakbola Klender,Suku Dinas Jakarta Timur,05,2789
Lapangan Sepakbola Cakung,Suku Dinas Jakarta Timur,05,2294
Lapangan Sepakbola Kramat Jati,Suku Dinas Jakarta Timur,05,0
Lapangan Sepakbola Gedong,Suku Dinas Jakarta Timur,05,1645
Lapangan Sepakbola Cijantung,Suku Dinas Jakarta Timur,05,1470
Lapangan Sepakbola Kelapa Dua Wetan,Suku Dinas Jakarta Timur,05,3218
Lapangan Sepakbola Cibubur,Suku Dinas Jakarta Timur,05,1347
Lapangan Sepakbola Lubang Buaya,Suku Dinas Jakarta Timur,05,3121
Lapangan Sepakbola Ceger,Suku Dinas Jakarta Timur,05,2751
GOR Perumnas Klender,Suku Dinas Jakarta Timur,05,2348
Tenis Indoor GOR Rawamangun,Suku Dinas Jakarta Timur,05,0
Tenis Outdoor GOR Rawamangun,Suku Dinas Jakarta Timur,05,0
Basket Outdoor GOR Rawamangun,Suku Dinas Jakarta Timur,05,0
Kolam Renang GOR Rawamangun,Suku Dinas Jakarta Timur,05,0
Stadion Atletik GOR Rawamangun,Suku Dinas Jakarta Timur,05,8006
Gedung Bulu Tangkis GOR Rawamangun,Suku Dinas Jakarta Timur,05,258
Gedung Squash GOR Rawamangun,Suku Dinas Jakarta Timur,05,160
Gedung Futsal GOR Rawamangun,Suku Dinas Jakarta Timur,05,0
Lapangan Baseball GOR Rawamangun,Suku Dinas Jakarta Timur,05,0
Gedung KNPI GOR Rawamangun,Suku Dinas Jakarta Timur,05,650
Stadion Bola Pulo Mas,Suku Dinas Jakarta Timur,05,0
Lapangan Panahan Pulo Mas,Suku Dinas Jakarta Timur,05,144
Gedung Voli Pondok Bambu,Suku Dinas Jakarta Timur,05,3813
Stadion Bola Pondok Bambu,Suku Dinas Jakarta Timur,05,2739
Tenis Outdoor Pondok Bambu,Suku Dinas Jakarta Timur,05,175
Gedung Senam Radin Inten,Suku Dinas Jakarta Timur,05,500
Wisma Atlet Radin Inten,Suku Dinas Jakarta Timur,05,50
Gedung Serba Guna Radin Inten,Suku Dinas Jakarta Timur,05,250
Stadion BMX,Suku Dinas Jakarta Timur,05,0
GOR Ciracas,Suku Dinas Jakarta Timur,05,0
Stadion Sepakbola GOR Ciracas,Suku Dinas Jakarta Timur,05,3160
Kolam Renang GOR Ciracas,Suku Dinas Jakarta Timur,05,800
Lapangan Terbuka GOR Ciracas,Suku Dinas Jakarta Timur,05,750
Stadion Sepakbola Gongseng,Suku Dinas Jakarta Timur,05,110
 PPOP ,Pusat Pelatihan Olahraga Pelajar,05,0
Sudin Jakarta Pusat,Hari Bebas Kendaraan Bermotor,05,0
Sudin Jakarta Utara,Hari Bebas Kendaraan Bermotor,05,0
Sudin Jakarta Barat,Hari Bebas Kendaraan Bermotor,05,0
Sudin Jakarta Selatan,Hari Bebas Kendaraan Bermotor,05,0
Sudin Jakarta Timur,Hari Bebas Kendaraan Bermotor,05,0
Sudin Jakarta Pusat,RPTRA ,05,39759
Sudin Jakarta Utara,RPTRA ,05,0
Sudin Jakarta Barat,RPTRA ,05,0
Sudin Jakarta Selatan,RPTRA ,05,0
Sudin Jakarta Timur,RPTRA ,05,0
Sudin Jakarta Pusat,RUSUN ,05,0
Sudin Jakarta Utara,RUSUN ,05,0
Sudin Jakarta Barat,RUSUN ,05,0
Sudin Jakarta Selatan,RUSUN ,05,0
Sudin Jakarta Timur,RUSUN ,05,0
Senam Kesegaran Jasmani - Gedung Dispora,DISPORA PROVINSI ,05,0
Senam Kesegaran Jasmani - Gedung Dinas Kehutanan,DISPORA PROVINSI ,05,0
Senam Kesegaran Jasmani - Gedung Dinas Perumahan,DISPORA PROVINSI ,05,0
Formi Jakarta Timur,DISPORA PROVINSI ,05,0
Formi Jakarta Selatan,DISPORA PROVINSI ,05,0
Formi Jakarta Utara,DISPORA PROVINSI ,05,0
Formi Jakarta Barat,DISPORA PROVINSI ,05,0
Formi Jakarta Pusat,DISPORA PROVINSI ,05,0
NPC - Rawamangun,DISPORA PROVINSI ,05,0
NPC - Ragunan,DISPORA PROVINSI ,05,0
NPC - Paraswim,DISPORA PROVINSI ,05,0
HBKB Jln Sudirman,DISPORA PROVINSI ,05,0
Jumlah Masyarakat berolahraga,DISPORA PROVINSI ,05,0
Suku Dinas Jakarta Pusat,Suku Dinas Jakarta Pusat,05,1200
Suku Dinas Jakarta Utara,Suku Dinas Jakarta Utara,05,0
Suku Dinas Jakarta Barat,Suku Dinas Jakarta Barat,05,0
Suku Dinas Jakarta Selatan,Suku Dinas Jakarta Selatan,05,0
Suku Dinas Jakarta Timur,Suku Dinas Jakarta Timur,05,488
Gelanggang Remaja Jakarta Pusat,Jakarta Pusat,06,0
Gedung Olahraga Gelanggang Remaja Jakarta Pusat,Jakarta Pusat,06,10
Kolam Renang Gelanggang Remaja Jakarta Pusat,Jakarta Pusat,06,617
Gedung Auditorium Kebon Jahe Tanah Abang,Jakarta Pusat,06,0
Gelanggang Remaja Kecamatan Tanah Abang,Jakarta Pusat,06,1123
Gelanggang Remaja Kecamatan Kemayoran,Jakarta Pusat,06,483
Gelanggang Remaja Kecamatan Sawah Besar,Jakarta Pusat,06,355
Gelanggang Remaja Kecamatan Johar Baru,Jakarta Pusat,06,927
Gelanggang Remaja Kecamatan Cempaka Putih,Jakarta Pusat,06,2529
Stadion Sepak Bola Banteng,Jakarta Pusat,06,15
Gedung Olahraga Tenis Meja,Jakarta Pusat,06,235
Kolam Renang Kebon Jahe Tanah Abang,Jakarta Pusat,06,1355
Gedung Olahraga Kemakmuran,Jakarta Pusat,06,528
Stadion Sepak Bola V I J,Jakarta Pusat,06,450
Kolam Renang Gelanggang Remaja Jakarta Barat,Jakarta Barat,06,3715
Gedung Auditorium Jakarta Barat,Jakarta Barat,06,1682
Gedung Olahraga Jakarta Barat,Jakarta Barat,06,1145
GR Kecamatan Kalideres,Jakarta Barat,06,1376
GR Kecamatan Kembangan,Jakarta Barat,06,1071
GR Kecamatan Kebon Jeruk,Jakarta Barat,06,1108
GR Kecamatan Tambora,Jakarta Barat,06,1129
GR Kecamatan Grogol Petamburan,Jakarta Barat,06,5220
GR Kecamatan Palmerah,Jakarta Barat,06,1117
Gedung Olahraga,Jakarta Selatan,06,1000
Gedung Pertunjukan,Jakarta Selatan,06,0
Kolam Renang,Jakarta Selatan,06,1573
Gedung Bridge,Jakarta Selatan,06,602
Stadion Bola PSPI Tebet,Jakarta Selatan,06,2201
Lapangan Tenis,Jakarta Selatan,06,589
GR Kecamatan Tebet,Jakarta Selatan,06,692
GR Kecamatan Kebayoran Lama,Jakarta Selatan,06,336
GR Kecamatan Kebayoran Baru,Jakarta Selatan,06,666
GR Kecamatan Pesanggrahan,Jakarta Selatan,06,770
GR Kecamatan Mampang Prapatan,Jakarta Selatan,06,418
GR Kecamatan Jagakarsa,Jakarta Selatan,06,123
GR Kecamatan Pasar Minggu,Jakarta Selatan,06,948
Wisma Atlet,Jakarta Selatan,06,23
Gedung Olahraga,Jakarta Utara,06,166855
GR Kecamatan Tanjung Priok,Jakarta Utara,06,165
GR Kecamatan Cilincing,Jakarta Utara,06,119886
GR Kecamatan Kelapa Gading,Jakarta Utara,06,3982
Kolam Renang,Jakarta Utara,06,5333
Gedung Auditorium,Jakarta Utara,06,3776
GR Kecamatan Koja,Jakarta Utara,06,5755
Area Halaman GRJU,Jakarta Utara,06,4610
Gedung Auditorium,Jakarta Timur,06,3550
Gedung Olahraga,Jakarta Timur,06,170
Kolam Renang,Jakarta Timur,06,2179
GR Kecamatan Jatinegara,Jakarta Timur,06,5704
GR Kecamatan Pulogadung,Jakarta Timur,06,3777
GR Kecamatan Pasar Rebo,Jakarta Timur,06,498
GR Kecamatan Cipayung,Jakarta Timur,06,1179
GR Kecamatan Kramat Jati,Jakarta Timur,06,1788
GR Kecamatan Makasar,Jakarta Timur,06,648
GR Kecamatan Duren Sawit,Jakarta Timur,06,480
GR Kecamatan Cakung,Jakarta Timur,06,1552
GR Kecamatan Matraman,Jakarta Timur,06,0
GR Kecamatan Ciracas,Jakarta Timur,06,1115
Sekretariat,Jakarta Timur,06,1200
GOR PKP,Jakarta Timur,06,565
Lapangan Terbuka Karet Tengsin,Suku Dinas Jakarta Pusat,06,5315
Lapangan Terbuka Pors Serdang,Suku Dinas Jakarta Pusat,06,7429
Lapangan Terbuka Pejompongan,Suku Dinas Jakarta Pusat,06,6248
Lapangan Bulutangkis Komp,Suku Dinas Jakarta Barat,06,1573
Lapangan Bola Voli Pedongkelan,Suku Dinas Jakarta Barat,06,1030
Lapangan Bulutangkis Rawa Melati,Suku Dinas Jakarta Barat,06,586
Lapangan Bola Voli Kamp,Suku Dinas Jakarta Barat,06,538
Lapangan Basket Cengkareng Timur,Suku Dinas Jakarta Barat,06,960
Lapangan Sepakbola Pegadungan,Suku Dinas Jakarta Barat,06,678
Lapangan Sepakbola Semanan,Suku Dinas Jakarta Barat,06,210
Lapangan Sepakbola Srengseng,Suku Dinas Jakarta Barat,06,449
Lapangan Sepakbola Kedoya,Suku Dinas Jakarta Barat,06,169
Lapangan Sepakbola Kebon Jeruk,Suku Dinas Jakarta Barat,06,293
Lapangan Sepakbola Persima,Suku Dinas Jakarta Barat,06,925
Lapangan Sepakbola Wijaya Kusuma,Suku Dinas Jakarta Barat,06,1647
Lapangan Terbuka Jatipulo Palmerah,Suku Dinas Jakarta Barat,06,1098
Gedung Bulutangkis GOR Cendrawasih,Suku Dinas Jakarta Barat,06,1182
Gedung Asrama Atlet GOR Cendrawasih,Suku Dinas Jakarta Barat,06,0
Gedung Serbaguna GOR Cendrawasih,Suku Dinas Jakarta Barat,06,150
Lapangan Tenis GOR Cendrawasih,Suku Dinas Jakarta Barat,06,0
Lapangan Tenis/Futsal GOR Cendrawasih,Suku Dinas Jakarta Barat,06,1192
Stadion Terbuka Taman Sari,Suku Dinas Jakarta Barat,06,557
Stadion Sepakbola GOR Cendrawasih,Suku Dinas Jakarta Barat,06,500
Lapangan Basket GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,06,250
Lapangan Bulutangkis GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,06,2089
Lapangan Voli GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,06,2174
Fitness Center GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,06,782
Kolam Renang GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,06,3080
Stadion GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,06,17356
Lapangan Sepakbola Dalam GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,06,3178
Lapangan Sepakbola Luar GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,06,300
Plaza GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,06,1232
Lapangan Sepakbola Blok S Kebayoran Baru,Suku Dinas Jakarta Selatan,06,8350
Lapangan Sepakbola Ahmad Yani Kebayoran Lama,Suku Dinas Jakarta Selatan,06,3512
Lapangan Sepakbola Kebagusan Pasar Minggu,Suku Dinas Jakarta Selatan,06,2390
Lapangan Sepakbola Deppen Pesanggrahan,Suku Dinas Jakarta Selatan,06,0
Lapangan Sepakbola Sukatani Jagakarsa,Suku Dinas Jakarta Selatan,06,1628
Lapangan Sepakbola Jagakarsa,Suku Dinas Jakarta Selatan,06,3775
Gedung Serbaguna Semper Barat,Suku Dinas Jakarta Utara,06,1050
Lapangan Terbuka Muara Angke,Suku Dinas Jakarta Utara,06,1086
Lapangan Terbuka Rorotan,Suku Dinas Jakarta Utara,06,1035
Lapangan Terbuka Kalibaru,Suku Dinas Jakarta Utara,06,3028
Area Jogging Track Gelora Sunter,Suku Dinas Jakarta Utara,06,1783
Area Fitness Outdoor Gelora Sunter,Suku Dinas Jakarta Utara,06,1086
Area Parkir Depan Kolam Renang Sunter (Kegiatan SKJ),Suku Dinas Jakarta Utara,06,784
Area Fasilitas Olahraga Rawa Badak,Suku Dinas Jakarta Utara,06,5451
Kolam Renang Sunter,Suku Dinas Jakarta Utara,06,1785
GOR Bulutangkis,Suku Dinas Jakarta Utara,06,2000
Gedung Serbaguna,Suku Dinas Jakarta Utara,06,407
Stadion Sepakbola Sunter,Suku Dinas Jakarta Utara,06,801
Stadion Sepakbola Tugu,Suku Dinas Jakarta Utara,06,2604
Kolam Renang Rawa Badak,Suku Dinas Jakarta Utara,06,5242
Stadion Rawa Badak,Suku Dinas Jakarta Utara,06,435
Lapangan Tenis Rawa Badak,Suku Dinas Jakarta Utara,06,170
Gedung Judo Kelapa Gading,Suku Dinas Jakarta Utara,06,262
Fasilitas Olahraga Dayung Bahtera Jaya,Suku Dinas Jakarta Utara,06,250
Fasilitas Olahraga Selancar Angin Bahtera Jaya,Suku Dinas Jakarta Utara,06,60
Fasilitas Olahraga Layar Bahtera Jaya,Suku Dinas Jakarta Utara,06,60
Stadion Kamal Muara,Suku Dinas Jakarta Utara,06,550
GOR Kamal Muara,Suku Dinas Jakarta Utara,06,620
GOR Bahtera Jaya,Suku Dinas Jakarta Utara,06,875
Fasilitas Umum Milik Masyarakat,Suku Dinas Jakarta Utara,06,60000
Lapangan Sepakbola Setu,Suku Dinas Jakarta Timur,06,1830
Lapangan Sepakbola Klender,Suku Dinas Jakarta Timur,06,2185
Lapangan Sepakbola Cakung,Suku Dinas Jakarta Timur,06,1123
Lapangan Sepakbola Kramat Jati,Suku Dinas Jakarta Timur,06,0
Lapangan Sepakbola Gedong,Suku Dinas Jakarta Timur,06,978
Lapangan Sepakbola Cijantung,Suku Dinas Jakarta Timur,06,876
Lapangan Sepakbola Kelapa Dua Wetan,Suku Dinas Jakarta Timur,06,1456
Lapangan Sepakbola Cibubur,Suku Dinas Jakarta Timur,06,3736
Lapangan Sepakbola Lubang Buaya,Suku Dinas Jakarta Timur,06,2578
Lapangan Sepakbola Ceger,Suku Dinas Jakarta Timur,06,2346
GOR Perumnas Klender,Suku Dinas Jakarta Timur,06,923
Tenis Indoor GOR Rawamangun,Suku Dinas Jakarta Timur,06,0
Tenis Outdoor GOR Rawamangun,Suku Dinas Jakarta Timur,06,0
Basket Outdoor GOR Rawamangun,Suku Dinas Jakarta Timur,06,0
Kolam Renang GOR Rawamangun,Suku Dinas Jakarta Timur,06,0
Stadion Atletik GOR Rawamangun,Suku Dinas Jakarta Timur,06,6756
Gedung Bulu Tangkis GOR Rawamangun,Suku Dinas Jakarta Timur,06,145
Gedung Squash GOR Rawamangun,Suku Dinas Jakarta Timur,06,134
Gedung Futsal GOR Rawamangun,Suku Dinas Jakarta Timur,06,0
Lapangan Baseball GOR Rawamangun,Suku Dinas Jakarta Timur,06,0
Gedung KNPI GOR Rawamangun,Suku Dinas Jakarta Timur,06,545
Stadion Bola Pulo Mas,Suku Dinas Jakarta Timur,06,0
Lapangan Panahan Pulo Mas,Suku Dinas Jakarta Timur,06,134
Gedung Voli Pondok Bambu,Suku Dinas Jakarta Timur,06,2687
Stadion Bola Pondok Bambu,Suku Dinas Jakarta Timur,06,2354
Tenis Outdoor Pondok Bambu,Suku Dinas Jakarta Timur,06,136
Gedung Senam Radin Inten,Suku Dinas Jakarta Timur,06,455
Wisma Atlet Radin Inten,Suku Dinas Jakarta Timur,06,46
Gedung Serba Guna Radin Inten,Suku Dinas Jakarta Timur,06,189
Stadion BMX,Suku Dinas Jakarta Timur,06,0
GOR Ciracas,Suku Dinas Jakarta Timur,06,0
Stadion Sepakbola GOR Ciracas,Suku Dinas Jakarta Timur,06,2018
Kolam Renang GOR Ciracas,Suku Dinas Jakarta Timur,06,750
Lapangan Terbuka GOR Ciracas,Suku Dinas Jakarta Timur,06,655
Stadion Sepakbola Gongseng,Suku Dinas Jakarta Timur,06,125
 PPOP ,Pusat Pelatihan Olahraga Pelajar,06,0
Sudin Jakarta Pusat,Hari Bebas Kendaraan Bermotor,06,450
Sudin Jakarta Utara,Hari Bebas Kendaraan Bermotor,06,0
Sudin Jakarta Barat,Hari Bebas Kendaraan Bermotor,06,0
Sudin Jakarta Selatan,Hari Bebas Kendaraan Bermotor,06,0
Sudin Jakarta Timur,Hari Bebas Kendaraan Bermotor,06,0
Sudin Jakarta Pusat,RPTRA ,06,37771
Sudin Jakarta Utara,RPTRA ,06,0
Sudin Jakarta Barat,RPTRA ,06,0
Sudin Jakarta Selatan,RPTRA ,06,0
Sudin Jakarta Timur,RPTRA ,06,0
Sudin Jakarta Pusat,RUSUN ,06,0
Sudin Jakarta Utara,RUSUN ,06,0
Sudin Jakarta Barat,RUSUN ,06,0
Sudin Jakarta Selatan,RUSUN ,06,0
Sudin Jakarta Timur,RUSUN ,06,0
Senam Kesegaran Jasmani - Gedung Dispora,DISPORA PROVINSI ,06,0
Senam Kesegaran Jasmani - Gedung Dinas Kehutanan,DISPORA PROVINSI ,06,0
Senam Kesegaran Jasmani - Gedung Dinas Perumahan,DISPORA PROVINSI ,06,0
Formi Jakarta Timur,DISPORA PROVINSI ,06,0
Formi Jakarta Selatan,DISPORA PROVINSI ,06,0
Formi Jakarta Utara,DISPORA PROVINSI ,06,0
Formi Jakarta Barat,DISPORA PROVINSI ,06,0
Formi Jakarta Pusat,DISPORA PROVINSI ,06,0
NPC - Rawamangun,DISPORA PROVINSI ,06,0
NPC - Ragunan,DISPORA PROVINSI ,06,0
NPC - Paraswim,DISPORA PROVINSI ,06,0
HBKB Jln Sudirman,DISPORA PROVINSI ,06,0
Jumlah Masyarakat berolahraga,DISPORA PROVINSI ,06,0
Suku Dinas Jakarta Pusat,Suku Dinas Jakarta Pusat,06,0
Suku Dinas Jakarta Utara,Suku Dinas Jakarta Utara,06,0
Suku Dinas Jakarta Barat,Suku Dinas Jakarta Barat,06,0
Suku Dinas Jakarta Selatan,Suku Dinas Jakarta Selatan,06,0
Suku Dinas Jakarta Timur,Suku Dinas Jakarta Timur,06,0
Gelanggang Remaja Jakarta Pusat,Jakarta Pusat,07,6750
Gedung Olahraga Gelanggang Remaja Jakarta Pusat,Jakarta Pusat,07,50
Kolam Renang Gelanggang Remaja Jakarta Pusat,Jakarta Pusat,07,1268
Gedung Auditorium Kebon Jahe Tanah Abang,Jakarta Pusat,07,3375
Gelanggang Remaja Kecamatan Tanah Abang,Jakarta Pusat,07,4546
Gelanggang Remaja Kecamatan Kemayoran,Jakarta Pusat,07,1818
Gelanggang Remaja Kecamatan Sawah Besar,Jakarta Pusat,07,775
Gelanggang Remaja Kecamatan Johar Baru,Jakarta Pusat,07,2726
Gelanggang Remaja Kecamatan Cempaka Putih,Jakarta Pusat,07,2194
Stadion Sepak Bola Banteng,Jakarta Pusat,07,416
Gedung Olahraga Tenis Meja,Jakarta Pusat,07,1157
Kolam Renang Kebon Jahe Tanah Abang,Jakarta Pusat,07,1586
Gedung Olahraga Kemakmuran,Jakarta Pusat,07,1573
Stadion Sepak Bola V I J,Jakarta Pusat,07,1285
Kolam Renang Gelanggang Remaja Jakarta Barat,Jakarta Barat,07,7288
Gedung Auditorium Jakarta Barat,Jakarta Barat,07,4383
Gedung Olahraga Jakarta Barat,Jakarta Barat,07,6023
GR Kecamatan Kalideres,Jakarta Barat,07,2684
GR Kecamatan Kembangan,Jakarta Barat,07,2475
GR Kecamatan Kebon Jeruk,Jakarta Barat,07,2189
GR Kecamatan Tambora,Jakarta Barat,07,2769
GR Kecamatan Grogol Petamburan,Jakarta Barat,07,10440
GR Kecamatan Palmerah,Jakarta Barat,07,2235
Gedung Olahraga,Jakarta Selatan,07,1215
Gedung Pertunjukan,Jakarta Selatan,07,0
Kolam Renang,Jakarta Selatan,07,1893
Gedung Bridge,Jakarta Selatan,07,731
Stadion Bola PSPI Tebet,Jakarta Selatan,07,2676
Lapangan Tenis,Jakarta Selatan,07,719
GR Kecamatan Tebet,Jakarta Selatan,07,842
GR Kecamatan Kebayoran Lama,Jakarta Selatan,07,409
GR Kecamatan Kebayoran Baru,Jakarta Selatan,07,813
GR Kecamatan Pesanggrahan,Jakarta Selatan,07,938
GR Kecamatan Mampang Prapatan,Jakarta Selatan,07,510
GR Kecamatan Jagakarsa,Jakarta Selatan,07,151
GR Kecamatan Pasar Minggu,Jakarta Selatan,07,1146
Wisma Atlet,Jakarta Selatan,07,28
Gedung Olahraga,Jakarta Utara,07,175112
GR Kecamatan Tanjung Priok,Jakarta Utara,07,300
GR Kecamatan Cilincing,Jakarta Utara,07,166790
GR Kecamatan Kelapa Gading,Jakarta Utara,07,4581
Kolam Renang,Jakarta Utara,07,13948
Gedung Auditorium,Jakarta Utara,07,8410
GR Kecamatan Koja,Jakarta Utara,07,6002
Area Halaman GRJU,Jakarta Utara,07,27669
Gedung Auditorium,Jakarta Timur,07,6380
Gedung Olahraga,Jakarta Timur,07,199
Kolam Renang,Jakarta Timur,07,3132
GR Kecamatan Jatinegara,Jakarta Timur,07,7084
GR Kecamatan Pulogadung,Jakarta Timur,07,7699
GR Kecamatan Pasar Rebo,Jakarta Timur,07,1620
GR Kecamatan Cipayung,Jakarta Timur,07,1490
GR Kecamatan Kramat Jati,Jakarta Timur,07,2212
